324,hsa-miR-500b-3p
347,hsa-miR-4753-3p
1141,hsa-miR-6860
3184,hsa-miR-3154
747,hsa-miR-877-3p
736,hsa-miR-6741-5p
429,hsa-miR-619-5p
102,hsa-miR-4751
603,hsa-miR-663a
528,hsa-miR-7851-3p
305,hsa-miR-612
1097,hsa-miR-485-5p
400,hsa-miR-346
671,hsa-miR-608
543,hsa-miR-4685-5p
2139,hsa-miR-181d-5p
7,hsa-miR-6839-3p
370,hsa-miR-4640-5p
2219,hsa-miR-4726-3p
765,hsa-miR-3192-5p
1198,hsa-miR-8485
144,hsa-miR-484
65,hsa-miR-7152-3p
89,hsa-miR-3613-3p
365,hsa-miR-4498
461,hsa-miR-4739
3407,hsa-miR-939-5p
152,hsa-miR-4731-5p
1269,hsa-miR-615-5p
546,hsa-miR-4739
31,hsa-miR-1273h-5p
383,hsa-miR-3187-5p
464,hsa-miR-29c-3p
410,hsa-miR-504-5p
1633,hsa-miR-5193
1980,hsa-miR-6881-3p
1001,hsa-miR-30b-3p
197,hsa-miR-4437
96,hsa-miR-6825-5p
478,hsa-miR-1913
88,hsa-miR-3929
387,hsa-miR-3613-3p
115,hsa-miR-297
199,hsa-miR-4726-5p
186,hsa-miR-1827
1937,hsa-miR-3972
1236,hsa-miR-671-5p
1012,hsa-miR-24-3p
2538,hsa-miR-1277-5p
578,hsa-miR-7110-5p
777,hsa-miR-1909-3p
2697,hsa-miR-6764-5p
268,hsa-miR-4733-3p
2508,hsa-miR-4685-5p
2644,hsa-miR-6860
326,hsa-miR-5047
1007,hsa-miR-6894-5p
3067,hsa-miR-548t-3p
1535,hsa-miR-145-5p
315,hsa-miR-619-5p
544,hsa-miR-622
357,hsa-miR-4649-5p
731,hsa-miR-4659b-3p
8,hsa-miR-6839-3p
963,hsa-miR-6789-5p
84,hsa-miR-765
1848,hsa-miR-4498
318,hsa-miR-373-3p
1100,hsa-miR-615-5p
16,hsa-miR-4692
1488,hsa-miR-3187-5p
1,hsa-miR-4745-5p
2003,hsa-miR-1587
587,hsa-miR-6754-5p
25,hsa-miR-7150
418,hsa-miR-522-5p
334,hsa-miR-6772-3p
916,hsa-miR-6756-5p
172,hsa-miR-1273h-5p
26,hsa-miR-328-5p
228,hsa-miR-6845-5p
1615,hsa-miR-670-3p
2025,hsa-miR-6791-5p
1007,hsa-miR-4433b-3p
575,hsa-miR-4656
651,hsa-miR-330-5p
2096,hsa-miR-877-3p
789,hsa-miR-4755-3p
399,hsa-miR-4430
1081,hsa-miR-6796-5p
1807,hsa-miR-1207-5p
1610,hsa-miR-1273h-5p
1219,hsa-miR-30b-3p
2091,hsa-miR-4712-5p
29,hsa-miR-4640-5p
458,hsa-miR-762
1176,hsa-miR-596
1521,hsa-miR-4685-5p
245,hsa-miR-329-3p
600,hsa-miR-762
1949,hsa-miR-3929
1314,hsa-miR-6849-3p
704,hsa-miR-1909-3p
636,hsa-miR-1277-5p
832,hsa-miR-1273h-5p
43,hsa-miR-6881-3p
1,hsa-miR-6089
1681,hsa-miR-6836-5p
358,hsa-miR-6775-5p
1146,hsa-miR-6756-5p
1212,hsa-miR-138-5p
250,hsa-miR-3620-5p
1643,hsa-miR-765
549,hsa-miR-550a-3p
716,hsa-miR-574-5p
736,hsa-miR-4685-5p
46,hsa-miR-6794-5p
12,hsa-miR-4716-3p
424,hsa-miR-466
150,hsa-miR-8089
1014,hsa-miR-6780a-5p
1221,hsa-miR-6858-5p
494,hsa-miR-4656
8,hsa-miR-646
514,hsa-miR-6756-5p
255,hsa-miR-5100
1244,hsa-miR-4640-5p
479,hsa-miR-4763-3p
766,hsa-miR-637
3417,hsa-miR-181b-5p
151,hsa-miR-885-3p
891,hsa-miR-4478
200,hsa-miR-3619-5p
60,hsa-miR-6895-5p
1938,hsa-miR-216a-3p
241,hsa-miR-3613-3p
2015,hsa-miR-1249-5p
1562,hsa-miR-6791-5p
219,hsa-miR-4539
1100,hsa-miR-4685-3p
1447,hsa-miR-5193
761,hsa-miR-6797-5p
12,hsa-miR-6785-5p
545,hsa-miR-3140-3p
167,hsa-miR-612
1835,hsa-miR-6756-5p
3444,hsa-miR-6836-5p
1197,hsa-miR-6836-5p
47,hsa-miR-5193
82,hsa-miR-8085
247,hsa-miR-6752-5p
3531,hsa-miR-6756-5p
498,hsa-miR-7161-3p
157,hsa-miR-501-5p
1895,hsa-miR-6846-5p
280,hsa-miR-661
25,hsa-miR-612
1316,hsa-miR-6816-5p
1685,hsa-miR-4739
147,hsa-miR-4632-5p
181,hsa-miR-3187-5p
197,hsa-miR-7851-3p
653,hsa-miR-615-5p
577,hsa-miR-4656
834,hsa-miR-3065-3p
304,hsa-miR-6827-5p
2479,hsa-miR-559
1109,hsa-miR-3677-5p
62,hsa-miR-30e-3p
1564,hsa-miR-1913
2954,hsa-miR-6722-3p
950,hsa-miR-93-3p
304,hsa-miR-1913
20,hsa-miR-4518
957,hsa-miR-6791-5p
1159,hsa-miR-6860
1504,hsa-miR-1273h-5p
765,hsa-miR-6884-5p
2294,hsa-miR-3620-5p
775,hsa-miR-4273
526,hsa-miR-663b
727,hsa-miR-6791-3p
1253,hsa-miR-619-5p
1329,hsa-miR-153-5p
44,hsa-miR-106a-5p
3278,hsa-miR-3692-3p
2876,hsa-miR-6784-5p
2220,hsa-miR-608
2518,hsa-miR-581
1542,hsa-miR-4530
9,hsa-miR-6883-5p
294,hsa-miR-4713-3p
138,hsa-miR-660-3p
411,hsa-miR-4433a-3p
262,hsa-miR-4739
1977,hsa-miR-6809-3p
1738,hsa-miR-335-3p
2060,hsa-miR-608
2637,hsa-miR-6732-5p
366,hsa-miR-1285-3p
345,hsa-miR-4763-3p
598,hsa-miR-30b-3p
16,hsa-miR-133a-3p
964,hsa-miR-1538
283,hsa-miR-5001-5p
1409,hsa-miR-6873-3p
224,hsa-miR-3620-5p
348,hsa-miR-6807-3p
654,hsa-miR-4685-3p
1070,hsa-miR-6837-5p
723,hsa-miR-106b-5p
544,hsa-miR-762
770,hsa-miR-181b-5p
1466,hsa-miR-6878-3p
603,hsa-miR-4763-3p
51,hsa-miR-424-5p
260,hsa-miR-661
1708,hsa-miR-1205
474,hsa-miR-6791-5p
590,hsa-miR-3187-5p
203,hsa-miR-210-3p
2374,hsa-miR-6796-5p
1873,hsa-miR-3613-3p
1348,hsa-miR-449b-3p
1875,hsa-miR-3613-3p
1189,hsa-miR-646
8,hsa-miR-629-3p
1933,hsa-miR-1184
958,hsa-miR-5787
1664,hsa-miR-1285-3p
1090,hsa-miR-6891-5p
7,hsa-miR-431-5p
1595,hsa-miR-1273h-5p
1070,hsa-miR-4685-5p
2882,hsa-miR-181b-5p
2501,hsa-miR-1273h-5p
86,hsa-miR-4644
341,hsa-miR-3187-5p
1007,hsa-miR-4739
341,hsa-miR-6774-5p
1040,hsa-miR-149-3p
821,hsa-miR-6891-5p
92,hsa-miR-4776-5p
18,hsa-miR-3613-3p
593,hsa-miR-6827-5p
411,hsa-miR-6804-5p
814,hsa-miR-3661
432,hsa-miR-1184
1294,hsa-miR-6807-3p
2515,hsa-miR-1273h-5p
405,hsa-miR-6720-5p
964,hsa-miR-6754-3p
1012,hsa-miR-665
341,hsa-miR-4437
1365,hsa-miR-328-5p
393,hsa-miR-6884-3p
154,hsa-miR-634
2387,hsa-miR-7112-5p
19,hsa-miR-3154
61,hsa-miR-4733-3p
230,hsa-miR-6892-3p
2140,hsa-miR-4763-3p
178,hsa-miR-17-5p
439,hsa-miR-3619-5p
2523,hsa-miR-6875-3p
3214,hsa-miR-4691-5p
326,hsa-miR-5193
36,hsa-miR-1286
1493,hsa-miR-661
590,hsa-miR-939-5p
2033,hsa-miR-4706
2489,hsa-miR-665
151,hsa-miR-6880-5p
731,hsa-miR-24-3p
2131,hsa-miR-1285-3p
17,hsa-miR-4651
2952,hsa-miR-3064-5p
3,hsa-miR-4471
1301,hsa-miR-1909-3p
339,hsa-miR-2861
1081,hsa-miR-7114-5p
1952,hsa-miR-6722-3p
357,hsa-miR-5193
48,hsa-miR-6743-3p
2823,hsa-miR-6722-3p
38,hsa-miR-29b-3p
430,hsa-miR-181b-5p
473,hsa-miR-30c-1-3p
333,hsa-miR-5047
1486,hsa-miR-2467-3p
464,hsa-miR-4530
676,hsa-miR-450a-1-3p
1012,hsa-miR-6852-5p
315,hsa-miR-665
152,hsa-miR-6846-5p
2944,hsa-miR-4691-5p
962,hsa-miR-6829-5p
2288,hsa-miR-6884-5p
979,hsa-miR-5001-5p
639,hsa-miR-4640-5p
627,hsa-miR-3620-5p
1335,hsa-miR-6881-3p
1221,hsa-miR-4763-3p
951,hsa-miR-2861
591,hsa-miR-5100
317,hsa-miR-6832-3p
