160,hsa-miR-4685-5p
1739,hsa-miR-8085
525,hsa-miR-1275
806,hsa-miR-6837-5p
28,hsa-miR-4700-5p
757,hsa-miR-4723-5p
1257,hsa-miR-1257
1774,hsa-miR-8073
236,hsa-miR-383-3p
430,hsa-miR-559
1898,hsa-miR-6832-3p
424,hsa-miR-4665-3p
276,hsa-miR-376c-3p
1700,hsa-miR-6511a-5p
1265,hsa-miR-4756-5p
797,hsa-miR-499a-3p
1956,hsa-miR-3154
1498,hsa-miR-5698
1404,hsa-miR-6764-5p
592,hsa-miR-3135a
1249,hsa-miR-6779-3p
2023,hsa-miR-3918
75,hsa-miR-1914-5p
38,hsa-miR-2054
1713,hsa-miR-1185-1-3p
2083,hsa-miR-329-5p
652,hsa-miR-206
1342,hsa-miR-3116
499,hsa-miR-3913-3p
621,hsa-miR-6744-5p
1719,hsa-miR-1909-3p
283,hsa-miR-3662
1188,hsa-miR-4745-5p
1391,hsa-miR-6882-3p
718,hsa-miR-766-3p
2060,hsa-miR-4641
1206,hsa-miR-6854-5p
2158,hsa-miR-339-5p
1365,hsa-miR-3619-3p
1423,hsa-miR-330-3p
682,hsa-miR-4269
1066,hsa-miR-210-3p
1761,hsa-miR-6794-5p
1786,hsa-miR-208b-5p
780,hsa-miR-6877-3p
592,hsa-miR-20b-5p
1469,hsa-miR-450b-3p
2240,hsa-miR-7150
2249,hsa-miR-612
267,hsa-miR-5009-5p
1541,hsa-miR-6895-5p
787,hsa-miR-5692a
2209,hsa-miR-221-3p
58,hsa-miR-125a-3p
2144,hsa-miR-548t-3p
1272,hsa-miR-199b-5p
30,hsa-miR-1236-3p
1139,hsa-miR-7110-3p
1359,hsa-miR-4446-3p
171,hsa-miR-3127-5p
508,hsa-miR-6767-5p
1901,hsa-miR-6790-3p
1509,hsa-miR-885-5p
237,hsa-miR-485-3p
801,hsa-miR-6848-5p
214,hsa-miR-30c-2-3p
1480,hsa-miR-3622b-5p
2018,hsa-miR-6730-3p
1370,hsa-miR-3117-3p
1891,hsa-miR-5684
82,hsa-miR-4487
1155,hsa-miR-149-5p
2107,hsa-miR-6756-3p
997,hsa-miR-6727-5p
927,hsa-miR-4493
242,hsa-miR-4786-5p
1663,hsa-miR-5047
293,hsa-miR-3138
2230,hsa-miR-8063
1546,hsa-miR-329-3p
1528,hsa-miR-1587
350,hsa-miR-33a-3p
2147,hsa-miR-1324
393,hsa-miR-6744-5p
854,hsa-miR-335-5p
2228,hsa-miR-3689c
567,hsa-miR-504-3p
1925,hsa-miR-34b-5p
1908,hsa-miR-6085
1446,hsa-miR-1258
447,hsa-miR-532-3p
603,hsa-miR-4687-3p
1156,hsa-miR-7109-5p
56,hsa-miR-3692-3p
1833,hsa-miR-6793-5p
214,hsa-miR-329-3p
461,hsa-miR-874-3p
447,hsa-miR-628-5p
2341,hsa-miR-6859-3p
1569,hsa-miR-3617-3p
492,hsa-miR-6858-5p
38,hsa-miR-3663-3p
2174,hsa-miR-6867-3p
2126,hsa-miR-3614-5p
2343,hsa-miR-3144-5p
1803,hsa-miR-149-5p
591,hsa-miR-6085
1088,hsa-let-7i-5p
2125,hsa-miR-4704-3p
118,hsa-miR-1295b-5p
1552,hsa-miR-188-3p
2149,hsa-miR-1277-5p
135,hsa-miR-3180
1448,hsa-miR-6511a-5p
1633,hsa-miR-3620-5p
500,hsa-miR-4269
1648,hsa-miR-646
882,hsa-miR-378e
158,hsa-miR-3150b-3p
1615,hsa-miR-3125
1853,hsa-miR-6129
187,hsa-miR-6762-3p
2116,hsa-miR-6776-5p
1243,hsa-miR-1226-5p
739,hsa-miR-185-5p
831,hsa-miR-6880-5p
2249,hsa-miR-8065
944,hsa-miR-5011-5p
601,hsa-miR-6859-5p
1587,hsa-miR-4763-5p
1356,hsa-miR-449a
1964,hsa-miR-4433b-3p
1315,hsa-miR-876-5p
550,hsa-miR-30d-5p
1563,hsa-miR-4641
1031,hsa-miR-3140-3p
56,hsa-miR-212-5p
548,hsa-miR-1229
2293,hsa-miR-658
2165,hsa-miR-6736-3p
918,hsa-miR-663a
753,hsa-miR-6826-3p
1033,hsa-miR-4784
1079,hsa-miR-4731-3p
1133,hsa-miR-3653-5p
1665,hsa-miR-6856-5p
213,hsa-miR-6803-3p
2008,hsa-miR-542-3p
2294,hsa-miR-6771-3p
488,hsa-miR-3617-3p
1486,hsa-miR-3689b-3p
1473,hsa-miR-6072
2082,hsa-miR-7111-5p
88,hsa-miR-6803-5p
806,hsa-miR-6081
437,hsa-miR-6851-5p
1157,hsa-miR-6875-3p
1784,hsa-miR-1271-3p
1491,hsa-miR-367-5p
1856,hsa-miR-3187-5p
634,hsa-miR-329-5p
182,hsa-miR-1233-5p
1864,hsa-miR-328-3p
1092,hsa-miR-6085
648,hsa-miR-20b-3p
577,hsa-miR-3622b-5p
1161,hsa-miR-203a-3p
710,hsa-miR-1246
1538,hsa-miR-8089
849,hsa-miR-4723-5p
168,hsa-miR-663b
1689,hsa-miR-198
1449,hsa-miR-597-5p
2014,hsa-miR-6801-3p
229,hsa-miR-5692c
1701,hsa-miR-5692a
1088,hsa-miR-1304-3p
168,hsa-miR-6738-3p
1442,hsa-miR-3177-5p
1479,hsa-miR-181c-5p
1732,hsa-miR-8073
1748,hsa-miR-943
1569,hsa-miR-3667-3p
700,hsa-miR-26a-5p
2203,hsa-miR-6788-5p
304,hsa-miR-200c-3p
432,hsa-miR-4459
1595,hsa-miR-103a-3p
2085,hsa-miR-324-3p
1335,hsa-miR-1292-5p
212,hsa-miR-378j
954,hsa-miR-577
1166,hsa-miR-5189-5p
1471,hsa-miR-29b-3p
1756,hsa-miR-509-3p
217,hsa-miR-27b-3p
511,hsa-miR-642a-5p
1142,hsa-miR-345-3p
308,hsa-miR-432-5p
164,hsa-miR-337-3p
1781,hsa-miR-4515
1311,hsa-miR-6887-5p
1704,hsa-miR-548am-3p
1151,hsa-miR-383-3p
390,hsa-miR-6794-5p
1552,hsa-miR-4787-5p
1494,hsa-miR-2467-3p
2095,hsa-miR-492
1836,hsa-miR-6780b-3p
3,hsa-miR-93-5p
457,hsa-miR-3166
1537,hsa-miR-4673
2288,hsa-miR-146b-3p
102,hsa-miR-599
617,hsa-miR-6794-5p
961,hsa-miR-518a-5p
1355,hsa-miR-4716-3p
1431,hsa-miR-4467
1240,hsa-miR-6827-3p
1803,hsa-miR-450a-1-3p
1613,hsa-miR-103a-3p
1349,hsa-miR-338-5p
334,hsa-miR-6818-3p
1868,hsa-miR-3941
1343,hsa-miR-4691-3p
488,hsa-miR-30c-2-3p
664,hsa-miR-4749-3p
2066,hsa-miR-125a-3p
2004,hsa-miR-506-3p
1031,hsa-miR-6127
754,hsa-miR-6865-3p
173,hsa-miR-3189-3p
184,hsa-miR-3190-3p
1421,hsa-miR-6884-5p
1451,hsa-miR-520g-3p
706,hsa-miR-411-5p
747,hsa-miR-6879-5p
1444,hsa-miR-8063
713,hsa-miR-1248
2325,hsa-miR-370-5p
1253,hsa-miR-3913-3p
2075,hsa-miR-455-3p
1850,hsa-miR-2114-3p
2161,hsa-miR-3960
1795,hsa-miR-4469
948,hsa-miR-3689c
1474,hsa-miR-509-3p
1631,hsa-miR-3177-5p
1528,hsa-miR-145-3p
787,hsa-miR-363-5p
905,hsa-miR-3689b-3p
72,hsa-miR-572
944,hsa-miR-5683
623,hsa-miR-4302
740,hsa-miR-6775-5p
187,hsa-miR-4739
632,hsa-miR-3065-3p
1833,hsa-miR-376c-3p
1751,hsa-miR-6849-3p
1664,hsa-miR-29a-3p
685,hsa-miR-3117-3p
1513,hsa-miR-939-5p
274,hsa-miR-5692c
860,hsa-miR-6752-3p
743,hsa-miR-6089
606,hsa-miR-4734
2199,hsa-miR-6788-5p
431,hsa-miR-1233-5p
227,hsa-miR-6742-3p
1483,hsa-miR-93-3p
469,hsa-miR-4478
618,hsa-miR-4524b-3p
1181,hsa-miR-3926
860,hsa-miR-3591-3p
1495,hsa-miR-6748-5p
586,hsa-miR-6753-5p
1326,hsa-miR-20b-5p
1344,hsa-miR-130b-5p
522,hsa-miR-412-3p
2311,hsa-miR-502-5p
835,hsa-miR-4300
2208,hsa-miR-646
2199,hsa-miR-6829-3p
557,hsa-miR-485-3p
964,hsa-miR-455-3p
1294,hsa-miR-369-3p
1143,hsa-miR-3942-3p
1685,hsa-miR-492
1614,hsa-miR-877-3p
1371,hsa-miR-4292
2166,hsa-miR-370-5p
1397,hsa-miR-30c-1-3p
2159,hsa-miR-501-5p
1136,hsa-miR-6868-3p
1865,hsa-miR-93-3p
1944,hsa-miR-3942-3p
1753,hsa-miR-152-3p
1488,hsa-miR-6748-3p
2023,hsa-miR-5193
110,hsa-miR-6734-5p
1569,hsa-miR-4745-5p
2052,hsa-miR-4687-3p
888,hsa-miR-7111-3p
423,hsa-miR-34a-5p
2340,hsa-miR-6134
125,hsa-miR-214-3p
1107,hsa-miR-627-3p
1006,hsa-miR-27a-3p
1408,hsa-miR-1247-5p
1934,hsa-miR-516a-5p
324,hsa-miR-2355-3p
1757,hsa-miR-4685-3p
160,hsa-miR-3929
998,hsa-miR-6719-3p
694,hsa-miR-6878-3p
857,hsa-miR-7155-5p
917,hsa-miR-3665
1009,hsa-miR-153-5p
1937,hsa-miR-4688
176,hsa-miR-433-5p
1407,hsa-miR-1538
503,hsa-miR-4283
221,hsa-miR-4725-3p
1942,hsa-miR-3937
791,hsa-miR-550a-3p
2032,hsa-miR-30c-1-3p
973,hsa-miR-1301-3p
255,hsa-miR-587
1029,hsa-miR-1249-5p
2089,hsa-miR-4775
914,hsa-miR-3909
1021,hsa-miR-4514
1616,hsa-miR-6894-5p
2293,hsa-miR-4776-5p
912,hsa-miR-1233-5p
1535,hsa-miR-885-3p
780,hsa-miR-30c-2-3p
871,hsa-miR-3177-5p
1020,hsa-miR-6805-3p
2150,hsa-miR-1248
342,hsa-miR-302b-3p
497,hsa-miR-200b-3p
542,hsa-miR-6812-5p
579,hsa-miR-200c-5p
2158,hsa-miR-6883-5p
503,hsa-miR-6742-3p
1975,hsa-miR-6514-3p
2005,hsa-miR-7106-5p
1569,hsa-miR-5193
1781,hsa-miR-3689a-3p
2039,hsa-miR-7155-5p
913,hsa-miR-4784
1550,hsa-miR-873-5p
305,hsa-miR-6879-5p
1231,hsa-miR-23a-3p
1016,hsa-miR-3677-5p
86,hsa-miR-217
576,hsa-miR-4673
597,hsa-miR-593-5p
2084,hsa-miR-4518
1618,hsa-miR-6089
1359,hsa-miR-6844
1692,hsa-miR-4459
1585,hsa-miR-383-3p
1728,hsa-miR-6767-5p
716,hsa-miR-5691
634,hsa-miR-2054
953,hsa-miR-6837-5p
1915,hsa-miR-6769b-5p
656,hsa-miR-3140-3p
1118,hsa-miR-127-5p
1279,hsa-miR-203a-3p
2245,hsa-miR-5095
1866,hsa-miR-4494
1596,hsa-miR-4462
2270,hsa-miR-383-3p
1299,hsa-miR-2054
1577,hsa-miR-3064-5p
1830,hsa-miR-4760-3p
804,hsa-miR-3661
278,hsa-miR-3139
1121,hsa-miR-362-3p
1661,hsa-miR-548p
1424,hsa-miR-4720-5p
1014,hsa-miR-30e-3p
1073,hsa-miR-4723-5p
1156,hsa-miR-5196-3p
837,hsa-miR-4487
1073,hsa-miR-200c-3p
1298,hsa-miR-362-3p
308,hsa-miR-4713-5p
1452,hsa-miR-613
245,hsa-miR-4701-3p
821,hsa-miR-4268
1059,hsa-miR-422a
783,hsa-miR-4713-3p
1778,hsa-miR-504-5p
1830,hsa-miR-6829-5p
2031,hsa-miR-874-5p
1707,hsa-miR-492
1134,hsa-miR-6884-5p
1406,hsa-miR-378d
585,hsa-miR-4776-5p
1611,hsa-miR-661
612,hsa-miR-7155-5p
1417,hsa-miR-4644
2075,hsa-miR-6741-5p
1334,hsa-miR-6836-5p
188,hsa-miR-149-5p
1270,hsa-miR-4539
1651,hsa-miR-5572
557,hsa-miR-4493
1129,hsa-miR-372-3p
614,hsa-miR-6746-3p
1393,hsa-miR-1277-5p
1881,hsa-miR-548ap-3p
1945,hsa-miR-4743-3p
1303,hsa-miR-3127-5p
1346,hsa-miR-676-3p
1460,hsa-miR-149-5p
1724,hsa-miR-4673
1174,hsa-miR-6727-5p
652,hsa-miR-6815-3p
1973,hsa-miR-5692c
1540,hsa-miR-449a
6,hsa-miR-4436a
1475,hsa-miR-3189-3p
1789,hsa-miR-3135b
529,hsa-miR-150-5p
434,hsa-miR-6782-5p
684,hsa-miR-106a-3p
358,hsa-miR-140-3p
784,hsa-miR-4728-5p
393,hsa-miR-6801-3p
2257,hsa-miR-7851-3p
1219,hsa-miR-1915-5p
82,hsa-miR-495-3p
1396,hsa-miR-3665
1337,hsa-miR-3155a
1111,hsa-miR-6855-5p
1650,hsa-miR-5008-5p
922,hsa-miR-605-3p
2053,hsa-miR-4713-5p
1751,hsa-miR-4512
1372,hsa-miR-1244
1815,hsa-miR-4772-3p
796,hsa-miR-3116
496,hsa-miR-1281
2254,hsa-miR-5692b
2205,hsa-miR-4292
1004,hsa-miR-3972
1764,hsa-miR-6859-3p
1703,hsa-miR-1249-5p
1696,hsa-miR-4723-3p
1723,hsa-miR-6769a-5p
1308,hsa-miR-448
966,hsa-miR-6868-5p
756,hsa-miR-7113-3p
530,hsa-miR-30a-5p
2004,hsa-miR-3163
1244,hsa-miR-6756-5p
1793,hsa-miR-3662
1805,hsa-miR-23b-5p
963,hsa-miR-1199-5p
1733,hsa-miR-141-5p
1386,hsa-miR-101-3p
2159,hsa-miR-6792-3p
1531,hsa-miR-7111-5p
1325,hsa-miR-6790-3p
287,hsa-miR-600
1487,hsa-miR-3909
1808,hsa-miR-136-5p
607,hsa-miR-4314
1812,hsa-miR-362-3p
1020,hsa-miR-6779-5p
940,hsa-miR-892b
2044,hsa-miR-6855-5p
767,hsa-miR-450a-1-3p
703,hsa-miR-302b-3p
2232,hsa-miR-1273g-3p
1799,hsa-miR-181c-5p
1674,hsa-miR-5572
1581,hsa-miR-8072
2028,hsa-miR-6829-5p
1876,hsa-miR-141-3p
303,hsa-miR-6825-5p
1861,hsa-miR-4487
1687,hsa-miR-8089
1849,hsa-miR-6778-5p
2276,hsa-miR-6883-5p
63,hsa-miR-6830-3p
2174,hsa-miR-663a
1753,hsa-miR-185-3p
1094,hsa-miR-6804-3p
61,hsa-miR-548ap-3p
1382,hsa-miR-4685-3p
706,hsa-miR-3127-3p
187,hsa-miR-513a-3p
456,hsa-miR-6895-5p
1128,hsa-miR-511-5p
1766,hsa-miR-5088-5p
2172,hsa-miR-1273g-3p
865,hsa-miR-1908-3p
1311,hsa-miR-6803-3p
806,hsa-miR-4667-3p
1536,hsa-miR-4430
610,hsa-miR-4467
2310,hsa-miR-634
1744,hsa-miR-3620-3p
1213,hsa-miR-4254
570,hsa-miR-532-5p
2090,hsa-miR-6812-5p
498,hsa-miR-101-3p
180,hsa-miR-4685-5p
1922,hsa-miR-3692-5p
1114,hsa-miR-4691-3p
738,hsa-miR-6734-5p
535,hsa-miR-5588-5p
2189,hsa-miR-3942-3p
1668,hsa-miR-651-3p
1289,hsa-miR-382-3p
1338,hsa-miR-6732-3p
1860,hsa-miR-3125
532,hsa-miR-6824-5p
332,hsa-miR-1256
1488,hsa-miR-6883-5p
1749,hsa-miR-6775-3p
422,hsa-miR-4745-3p
178,hsa-miR-138-5p
1255,hsa-miR-885-3p
1876,hsa-miR-4692
910,hsa-miR-6871-3p
1121,hsa-miR-6790-3p
1460,hsa-miR-6868-5p
